country,continent,opposition,opposition_continent,played,wins,draws,losses,gf,ga
afghanistan,asia,syria,asia,2,0,0,2,1,5
afghanistan,asia,turkmenistan,asia,2,0,0,2,0,13
bangladesh,asia,china-pr,asia,2,0,0,2,0,4
bangladesh,asia,india,asia,2,0,0,2,2,4
bangladesh,asia,indonesia,asia,2,1,0,1,2,3
bangladesh,asia,iran,asia,2,0,0,2,1,3
bangladesh,asia,japan,asia,2,0,0,2,1,12
bangladesh,asia,malaysia,asia,2,0,0,2,0,3
bangladesh,asia,mongolia,asia,2,1,1,0,5,2
bangladesh,asia,pakistan,asia,2,1,1,0,3,0
bangladesh,asia,saudi-arabia,africa,4,0,0,4,1,16
bangladesh,asia,sri-lanka,asia,2,2,0,0,4,0
bangladesh,asia,tajikistan,asia,4,0,1,3,1,10
bangladesh,asia,thailand,asia,6,2,0,4,6,13
bangladesh,asia,united-arab-emirates,asia,2,0,0,2,0,8
bangladesh,asia,vietnam,asia,2,0,1,1,0,4
india,asia,bahrain,asia,2,0,0,2,1,5
india,asia,bangladesh,asia,2,2,0,0,4,2
india,asia,brunei-darussalam,asia,2,2,0,0,6,0
india,asia,hong-kong,asia,2,1,0,1,4,3
india,asia,indonesia,asia,2,0,1,1,2,3
india,asia,japan,asia,2,0,0,2,0,11
india,asia,korea-republic,asia,2,0,0,2,0,10
india,asia,lebanon,asia,4,0,2,2,6,10
india,asia,oman,asia,2,0,1,1,1,5
india,asia,philippines,asia,1,1,0,0,2,0
india,asia,qatar,asia,1,0,0,1,0,6
india,asia,singapore,asia,2,1,0,1,1,2
india,asia,sri-lanka,asia,1,0,1,0,1,1
india,asia,thailand,asia,2,0,2,0,1,1
india,asia,united-arab-emirates,asia,4,1,1,2,3,6
india,asia,yemen,asia,2,0,2,0,4,4
kyrgyzstan,asia,bahrain,asia,4,0,0,4,2,10
kyrgyzstan,asia,iran,asia,2,0,0,2,1,10
kyrgyzstan,asia,jordan,asia,2,1,0,1,2,2
kyrgyzstan,asia,kuwait,asia,2,0,0,2,0,5
kyrgyzstan,asia,maldives,asia,2,2,0,0,9,0
kyrgyzstan,asia,pakistan,asia,2,2,0,0,6,0
kyrgyzstan,asia,singapore,asia,2,1,1,0,2,1
kyrgyzstan,asia,syria,asia,4,2,2,0,4,2
kyrgyzstan,asia,tajikistan,asia,2,0,0,2,2,4
kyrgyzstan,asia,uzbekistan,asia,2,0,0,2,0,7
mongolia,asia,bangladesh,asia,2,0,1,1,2,5
mongolia,asia,maldives,asia,2,0,0,2,0,13
mongolia,asia,myanmar,asia,2,1,0,1,1,2
mongolia,asia,saudi-arabia,africa,2,0,0,2,0,12
mongolia,asia,vietnam,asia,2,0,0,2,0,5
nepal,asia,iraq,asia,2,0,0,2,3,13
nepal,asia,japan,asia,2,0,0,2,0,9
nepal,asia,kazakhstan,europe,2,0,0,2,0,10
nepal,asia,korea-republic,asia,4,0,0,4,0,19
nepal,asia,malaysia,asia,4,0,1,3,0,10
nepal,asia,oman,asia,4,0,0,4,0,11
nepal,asia,singapore,asia,2,0,0,2,0,10
nepal,asia,timor-leste,asia,2,2,0,0,7,1
pakistan,asia,china-pr,asia,2,0,0,2,0,8
pakistan,asia,iraq,asia,6,0,1,5,3,31
pakistan,asia,jordan,asia,2,1,0,1,6,3
pakistan,asia,kazakhstan,europe,2,0,0,2,0,10
pakistan,asia,kuwait,asia,2,0,0,2,0,3
pakistan,asia,kyrgyzstan,asia,2,0,0,2,0,6
pakistan,asia,lebanon,asia,2,0,0,2,1,14
pakistan,asia,sri-lanka,asia,2,1,1,0,6,4
pakistan,asia,thailand,asia,2,1,0,1,6,3
pakistan,asia,united-arab-emirates,asia,2,0,0,2,1,9
pakistan,asia,yemen,asia,2,0,0,2,1,8
sri-lanka,asia,bangladesh,asia,2,0,0,2,0,4
sri-lanka,asia,india,asia,1,0,1,0,1,1
sri-lanka,asia,indonesia,asia,2,0,1,1,2,3
sri-lanka,asia,japan,asia,2,0,0,2,0,11
sri-lanka,asia,laos,asia,2,1,1,0,3,0
sri-lanka,asia,lebanon,asia,2,0,0,2,0,9
sri-lanka,asia,pakistan,asia,2,0,1,1,4,6
sri-lanka,asia,philippines,asia,3,1,1,1,4,5
sri-lanka,asia,qatar,asia,3,0,0,3,0,9
sri-lanka,asia,saudi-arabia,africa,2,0,1,1,0,1
sri-lanka,asia,thailand,asia,4,0,0,4,2,11
sri-lanka,asia,turkmenistan,asia,2,0,1,1,2,4
sri-lanka,asia,united-arab-emirates,asia,2,0,0,2,0,7
tajikistan,asia,bahrain,asia,2,0,1,1,0,4
tajikistan,asia,bangladesh,asia,4,3,1,0,10,1
tajikistan,asia,china-pr,asia,2,0,1,1,0,1
tajikistan,asia,guam,asia,1,1,0,0,16,0
tajikistan,asia,iran,asia,1,0,0,1,0,2
tajikistan,asia,kyrgyzstan,asia,2,2,0,0,4,2
tajikistan,asia,singapore,asia,2,0,1,1,1,3
tajikistan,asia,syria,asia,4,2,0,2,7,3
tajikistan,asia,turkmenistan,asia,2,2,0,0,7,1
tajikistan,asia,uzbekistan,asia,2,0,0,2,0,4
tajikistan,asia,vietnam,asia,2,2,0,0,8,0
turkmenistan,asia,afghanistan,asia,2,2,0,0,13,0
turkmenistan,asia,cambodia,asia,2,2,0,0,5,1
turkmenistan,asia,china-pr,asia,2,0,0,2,1,5
turkmenistan,asia,hong-kong,asia,2,1,1,0,3,0
turkmenistan,asia,indonesia,asia,4,1,1,2,8,9
turkmenistan,asia,jordan,asia,4,2,0,2,4,5
turkmenistan,asia,korea-republic,asia,2,0,0,2,1,7
turkmenistan,asia,saudi-arabia,africa,2,0,0,2,0,4
turkmenistan,asia,sri-lanka,asia,2,1,1,0,4,2
turkmenistan,asia,tajikistan,asia,2,0,0,2,1,7
turkmenistan,asia,uzbekistan,asia,2,0,0,2,2,6
turkmenistan,asia,vietnam,asia,2,2,0,0,6,1
uzbekistan,asia,australia,asia,2,0,0,2,0,3
uzbekistan,asia,bahrain,asia,4,0,2,2,1,3
uzbekistan,asia,cambodia,asia,2,2,0,0,10,1
uzbekistan,asia,china-pr,asia,2,1,0,1,1,2
uzbekistan,asia,indonesia,asia,2,1,1,0,4,1
uzbekistan,asia,iran,asia,2,1,0,1,1,1
uzbekistan,asia,iraq,asia,2,1,1,0,3,2
uzbekistan,asia,japan,asia,6,1,3,2,7,10
uzbekistan,asia,jordan,asia,4,0,4,0,5,5
uzbekistan,asia,kazakhstan,europe,2,1,1,0,5,1
uzbekistan,asia,korea-republic,asia,6,0,2,4,6,13
uzbekistan,asia,kuwait,asia,2,1,0,1,4,4
uzbekistan,asia,kyrgyzstan,asia,2,2,0,0,7,0
uzbekistan,asia,lebanon,asia,4,2,2,0,6,2
uzbekistan,asia,oman,asia,2,1,0,1,7,4
uzbekistan,asia,qatar,asia,6,4,1,1,14,7
uzbekistan,asia,saudi-arabia,africa,4,1,1,2,4,8
uzbekistan,asia,singapore,asia,2,2,0,0,8,3
uzbekistan,asia,tajikistan,asia,2,2,0,0,4,0
uzbekistan,asia,turkmenistan,asia,2,2,0,0,6,2
uzbekistan,asia,united-arab-emirates,asia,4,0,1,3,3,8
uzbekistan,asia,yemen,asia,3,2,1,0,6,1
china-pr,asia,australia,asia,2,1,1,0,1,0
china-pr,asia,bangladesh,asia,2,2,0,0,4,0
china-pr,asia,brazil,southamerica,1,0,0,1,0,4
china-pr,asia,brunei-darussalam,asia,2,2,0,0,12,0
china-pr,asia,cambodia,asia,2,2,0,0,7,1
china-pr,asia,costa-rica,concacaf,1,0,0,1,0,2
china-pr,asia,hong-kong,asia,6,3,2,1,19,2
china-pr,asia,indonesia,asia,5,3,1,1,11,6
china-pr,asia,iran,asia,4,1,0,3,7,11
china-pr,asia,iraq,asia,6,1,1,4,4,7
china-pr,asia,japan,asia,1,1,0,0,1,0
china-pr,asia,jordan,asia,4,3,0,1,11,4
china-pr,asia,korea-republic,asia,1,0,0,1,0,1
china-pr,asia,kuwait,asia,6,4,0,2,7,3
china-pr,asia,laos,asia,2,2,0,0,13,3
china-pr,asia,malaysia,asia,2,2,0,0,5,0
china-pr,asia,maldives,asia,2,2,0,0,11,1
china-pr,asia,myanmar,asia,2,2,0,0,11,0
china-pr,asia,new-zealand,oceania,3,0,1,2,1,3
china-pr,asia,oman,asia,2,2,0,0,3,0
china-pr,asia,pakistan,asia,2,2,0,0,8,0
china-pr,asia,qatar,asia,7,1,3,3,8,8
china-pr,asia,saudi-arabia,africa,5,4,1,0,10,4
china-pr,asia,singapore,asia,2,2,0,0,6,1
china-pr,asia,tajikistan,asia,2,1,1,0,1,0
china-pr,asia,thailand,asia,2,2,0,0,5,0
china-pr,asia,turkey,europe,1,0,0,1,0,3
china-pr,asia,turkmenistan,asia,2,2,0,0,5,1
china-pr,asia,united-arab-emirates,asia,3,2,0,1,5,2
china-pr,asia,uzbekistan,asia,2,1,0,1,2,1
china-pr,asia,vietnam,asia,2,2,0,0,7,1
china-pr,asia,yemen,asia,2,1,0,1,1,1
guam,asia,iran,asia,1,0,0,1,0,19
guam,asia,tajikistan,asia,1,0,0,1,0,16
hong-kong,asia,australia,asia,2,0,0,2,2,8
hong-kong,asia,bahrain,asia,2,1,0,1,2,4
hong-kong,asia,brunei-darussalam,asia,2,2,0,0,13,1
hong-kong,asia,china-pr,asia,6,1,2,3,2,19
hong-kong,asia,india,asia,2,1,0,1,3,4
hong-kong,asia,indonesia,asia,3,1,1,1,7,5
hong-kong,asia,iran,asia,2,0,0,2,0,5
hong-kong,asia,japan,asia,5,1,2,2,2,5
hong-kong,asia,korea-republic,asia,8,0,0,8,4,24
hong-kong,asia,kuwait,asia,4,0,0,4,1,13
hong-kong,asia,lebanon,asia,2,0,1,1,3,4
hong-kong,asia,malaysia,asia,6,4,1,1,9,5
hong-kong,asia,qatar,asia,2,0,0,2,0,5
hong-kong,asia,singapore,asia,3,1,2,0,4,3
hong-kong,asia,thailand,asia,4,3,0,1,8,7
hong-kong,asia,turkmenistan,asia,2,0,1,1,0,3
japan,asia,argentina,southamerica,1,0,0,1,0,1
japan,asia,australia,asia,7,0,4,3,6,11
japan,asia,bahrain,asia,6,5,0,1,7,3
japan,asia,bangladesh,asia,2,2,0,0,12,1
japan,asia,belgium,europe,1,0,1,0,2,2
japan,asia,brazil,southamerica,1,0,0,1,1,4
japan,asia,cameroon,africa,1,1,0,0,1,0
japan,asia,china-pr,asia,1,0,0,1,0,1
japan,asia,colombia,southamerica,1,0,0,1,1,4
japan,asia,croatia,europe,2,0,1,1,0,1
japan,asia,denmark,europe,1,1,0,0,3,1
japan,asia,greece,europe,1,0,1,0,0,0
japan,asia,hong-kong,asia,5,2,2,1,5,2
japan,asia,india,asia,2,2,0,0,11,0
japan,asia,indonesia,asia,2,1,1,0,5,0
japan,asia,iran,asia,4,2,0,2,7,7
japan,asia,iraq,asia,3,2,1,0,4,2
japan,asia,israel,europe,4,0,0,4,1,7
japan,asia,ivory-coast,africa,1,0,0,1,1,2
japan,asia,jamaica,concacaf,1,0,0,1,1,2
japan,asia,kazakhstan,europe,2,1,1,0,6,2
japan,asia,korea-dpr,asia,1,0,0,1,0,1
japan,asia,korea-republic,asia,13,2,3,8,11,21
japan,asia,nepal,asia,2,2,0,0,9,0
japan,asia,netherlands,europe,1,0,0,1,0,1
japan,asia,oman,asia,8,6,2,0,13,3
japan,asia,paraguay,southamerica,1,0,1,0,0,0
japan,asia,qatar,asia,2,1,1,0,4,1
japan,asia,russia,europe,1,1,0,0,1,0
japan,asia,saudi-arabia,africa,1,0,1,0,0,0
japan,asia,singapore,asia,5,5,0,0,12,2
japan,asia,sri-lanka,asia,2,2,0,0,11,0
japan,asia,tajikistan,asia,2,2,0,0,12,0
japan,asia,thailand,asia,4,4,0,0,9,1
japan,asia,tunisia,africa,1,1,0,0,2,0
japan,asia,turkey,europe,1,0,0,1,0,1
japan,asia,united-arab-emirates,asia,4,1,3,0,4,2
japan,asia,uzbekistan,asia,6,2,3,1,10,7
korea-dpr,asia,australia,asia,2,2,0,0,9,2
korea-dpr,asia,bahrain,asia,2,1,0,1,4,4
korea-dpr,asia,brazil,southamerica,1,0,0,1,1,2
korea-dpr,asia,chile,southamerica,1,0,1,0,1,1
korea-dpr,asia,china-pr,asia,2,0,0,2,2,5
korea-dpr,asia,hong-kong,asia,3,2,1,0,8,4
korea-dpr,asia,indonesia,asia,4,3,1,0,8,2
korea-dpr,asia,iran,asia,6,0,2,4,3,7
korea-dpr,asia,iraq,asia,1,1,0,0,3,2
korea-dpr,asia,italy,europe,1,1,0,0,1,0
korea-dpr,asia,ivory-coast,africa,1,0,0,1,0,3
korea-dpr,asia,japan,asia,10,3,1,6,6,11
korea-dpr,asia,jordan,asia,2,2,0,0,3,0
korea-dpr,asia,korea-republic,asia,6,0,3,3,1,6
korea-dpr,asia,kuwait,asia,2,0,1,1,0,2
korea-dpr,asia,mongolia,asia,2,2,0,0,9,2
korea-dpr,asia,portugal,europe,2,0,0,2,3,12
korea-dpr,asia,qatar,asia,3,2,1,0,6,3
korea-dpr,asia,saudi-arabia,africa,4,1,1,2,2,4
korea-dpr,asia,singapore,asia,5,4,1,0,9,3
korea-dpr,asia,syria,asia,2,1,1,0,4,1
korea-dpr,asia,tajikistan,asia,2,1,1,0,2,1
korea-dpr,asia,thailand,asia,2,2,0,0,8,2
korea-dpr,asia,turkmenistan,asia,2,1,1,0,1,0
korea-dpr,asia,united-arab-emirates,asia,5,2,2,1,4,2
korea-dpr,asia,uzbekistan,asia,2,0,0,2,0,2
korea-dpr,asia,vietnam,asia,2,2,0,0,4,0
korea-dpr,asia,yemen,asia,2,1,1,0,3,2
korea-republic,asia,algeria,africa,1,0,0,1,2,4
korea-republic,asia,argentina,southamerica,2,0,0,2,2,7
korea-republic,asia,australia,asia,7,0,4,3,5,8
korea-republic,asia,bahrain,asia,2,1,1,0,3,0
korea-republic,asia,belgium,europe,3,0,1,1,1,3
korea-republic,asia,bolivia,southamerica,1,0,1,0,0,0
korea-republic,asia,bulgaria,europe,1,0,1,0,1,1
korea-republic,asia,china-pr,asia,1,1,0,0,1,0
korea-republic,asia,france,europe,1,0,1,0,1,1
korea-republic,asia,germany,europe,2,0,0,2,2,4
korea-republic,asia,greece,europe,1,1,0,0,2,0
korea-republic,asia,hong-kong,asia,8,8,0,0,24,4
korea-republic,asia,hungary,europe,1,0,0,1,0,9
korea-republic,asia,india,asia,2,2,0,0,10,0
korea-republic,asia,indonesia,asia,2,2,0,0,6,1
korea-republic,asia,iran,asia,7,1,4,2,7,6
korea-republic,asia,iraq,asia,1,0,1,0,2,2
korea-republic,asia,israel,europe,4,2,2,0,4,1
korea-republic,asia,italy,europe,2,1,0,1,4,4
korea-republic,asia,japan,asia,13,8,3,2,21,11
korea-republic,asia,jordan,asia,2,1,1,0,3,2
korea-republic,asia,kazakhstan,europe,2,1,1,0,4,1
korea-republic,asia,korea-dpr,asia,1,0,1,0,1,1
korea-republic,asia,kuwait,asia,7,3,3,1,10,5
korea-republic,asia,lebanon,asia,8,5,2,1,17,4
korea-republic,asia,malaysia,asia,6,4,1,1,10,2
korea-republic,asia,maldives,asia,2,1,1,0,2,0
korea-republic,asia,mexico,concacaf,1,0,0,1,1,3
korea-republic,asia,nepal,asia,4,4,0,0,19,0
korea-republic,asia,netherlands,europe,1,0,0,1,0,5
korea-republic,asia,nigeria,africa,1,0,1,0,2,2
korea-republic,asia,poland,europe,1,1,0,0,2,0
korea-republic,asia,portugal,europe,1,1,0,0,1,0
korea-republic,asia,qatar,asia,3,2,1,0,6,2
korea-republic,asia,russia,europe,1,0,1,0,1,1
korea-republic,asia,saudi-arabia,africa,6,2,2,2,5,4
korea-republic,asia,singapore,asia,2,2,0,0,6,0
korea-republic,asia,spain,europe,3,0,2,1,3,5
korea-republic,asia,switzerland,europe,1,0,0,1,0,2
korea-republic,asia,thailand,asia,4,3,1,0,12,2
korea-republic,asia,togo,africa,1,1,0,0,2,1
korea-republic,asia,turkey,europe,2,0,0,2,2,10
korea-republic,asia,turkmenistan,asia,2,2,0,0,7,1
korea-republic,asia,united-arab-emirates,asia,7,6,1,0,17,4
korea-republic,asia,uruguay,southamerica,2,0,0,2,1,3
korea-republic,asia,usa,concacaf,1,0,1,0,1,1
korea-republic,asia,uzbekistan,asia,6,4,2,0,13,6
korea-republic,asia,vietnam,asia,2,2,0,0,4,1
australia,asia,american-samoa,oceania,1,1,0,0,31,0
australia,asia,argentina,southamerica,2,0,1,1,1,2
australia,asia,bahrain,asia,2,2,0,0,3,0
australia,asia,brazil,southamerica,1,0,0,1,0,2
australia,asia,canada,concacaf,2,1,0,1,3,3
australia,asia,chile,southamerica,2,0,1,1,1,3
australia,asia,china-pr,asia,2,0,1,1,0,1
australia,asia,croatia,europe,1,0,1,0,2,2
australia,asia,fiji,oceania,6,5,0,1,27,4
australia,asia,germany,europe,1,0,0,1,0,4
australia,asia,ghana,africa,1,0,1,0,1,1
australia,asia,hong-kong,asia,2,2,0,0,8,2
australia,asia,indonesia,asia,4,3,0,1,10,2
australia,asia,iran,asia,6,1,2,3,6,7
australia,asia,iraq,asia,6,4,1,1,7,3
australia,asia,israel,europe,6,1,4,1,6,6
australia,asia,italy,europe,1,0,0,1,0,1
australia,asia,japan,asia,7,3,4,0,11,6
australia,asia,jordan,asia,2,1,0,1,5,2
australia,asia,korea-republic,asia,7,3,4,0,8,5
australia,asia,kuwait,asia,2,0,0,2,1,3
australia,asia,netherlands,europe,1,0,0,1,2,3
australia,asia,new-zealand,oceania,17,10,5,2,33,15
australia,asia,oman,asia,4,1,2,1,5,3
australia,asia,qatar,asia,4,3,1,0,10,1
australia,asia,samoa,oceania,1,1,0,0,11,0
australia,asia,saudi-arabia,africa,2,2,0,0,7,3
australia,asia,scotland,europe,2,0,1,1,0,2
australia,asia,serbia,europe,1,1,0,0,2,1
australia,asia,solomon-islands,oceania,7,6,1,0,38,7
australia,asia,spain,europe,1,0,0,1,0,3
australia,asia,tahiti,oceania,6,6,0,0,27,0
australia,asia,thailand,asia,2,2,0,0,3,1
australia,asia,tonga,oceania,1,1,0,0,22,0
australia,asia,uruguay,southamerica,4,2,0,2,2,4
australia,asia,uzbekistan,asia,2,2,0,0,3,0
australia,asia,vanuatu,oceania,1,1,0,0,3,0
cambodia,asia,china-pr,asia,2,0,0,2,1,7
cambodia,asia,indonesia,asia,4,1,1,2,3,15
cambodia,asia,laos,asia,2,1,0,1,6,6
cambodia,asia,maldives,asia,2,0,1,1,1,7
cambodia,asia,turkmenistan,asia,2,0,0,2,1,5
cambodia,asia,uzbekistan,asia,2,0,0,2,1,10
cambodia,asia,yemen,asia,2,0,0,2,0,8
indonesia,asia,australia,asia,4,1,0,3,2,10
indonesia,asia,bahrain,asia,2,0,0,2,0,12
indonesia,asia,bangladesh,asia,2,1,0,1,3,2
indonesia,asia,cambodia,asia,4,2,1,1,15,3
indonesia,asia,china-pr,asia,5,1,1,3,6,11
indonesia,asia,fiji,oceania,2,0,2,0,3,3
indonesia,asia,hong-kong,asia,3,1,1,1,5,7
indonesia,asia,india,asia,2,1,1,0,3,2
indonesia,asia,iran,asia,2,0,0,2,1,7
indonesia,asia,iraq,asia,2,0,1,1,3,4
indonesia,asia,japan,asia,2,0,1,1,0,5
indonesia,asia,korea-republic,asia,2,0,0,2,1,6
indonesia,asia,malaysia,asia,1,0,1,0,0,0
indonesia,asia,maldives,asia,2,2,0,0,7,0
indonesia,asia,new-zealand,oceania,4,1,1,2,2,8
indonesia,asia,qatar,asia,4,0,0,4,4,14
indonesia,asia,saudi-arabia,africa,3,0,0,3,1,9
indonesia,asia,singapore,asia,3,0,0,3,1,8
indonesia,asia,sri-lanka,asia,2,1,1,0,3,2
indonesia,asia,syria,asia,2,0,0,2,1,11
indonesia,asia,thailand,asia,3,2,0,1,4,3
indonesia,asia,turkmenistan,asia,4,2,1,1,9,8
indonesia,asia,uzbekistan,asia,2,0,1,1,1,4
indonesia,asia,vietnam,asia,2,1,0,1,2,2
indonesia,asia,yemen,asia,2,0,2,0,1,1
laos,asia,iran,asia,2,0,0,2,0,14
laos,asia,jordan,asia,2,0,0,2,2,8
laos,asia,oman,asia,2,0,0,2,0,19
laos,asia,philippines,asia,2,1,1,0,3,1
laos,asia,qatar,asia,2,0,0,2,1,11
laos,asia,sri-lanka,asia,2,0,1,1,0,3
laos,asia,syria,asia,2,0,0,2,0,20
malaysia,asia,bahrain,asia,2,0,1,1,1,4
malaysia,asia,bangladesh,asia,2,2,0,0,3,0
malaysia,asia,china-pr,asia,2,0,0,2,0,5
malaysia,asia,chinese-taipei,asia,2,1,0,1,4,4
malaysia,asia,hong-kong,asia,6,1,1,4,5,9
malaysia,asia,indonesia,asia,1,0,1,0,0,0
malaysia,asia,israel,europe,1,0,0,1,0,3
malaysia,asia,korea-republic,asia,6,1,1,4,2,10
malaysia,asia,kuwait,asia,5,0,1,4,2,15
malaysia,asia,nepal,asia,4,3,1,0,10,0
malaysia,asia,qatar,asia,2,0,1,1,1,5
malaysia,asia,saudi-arabia,africa,4,0,2,2,1,7
malaysia,asia,singapore,asia,5,1,2,2,7,9
malaysia,asia,thailand,asia,3,2,1,0,10,6
myanmar,asia,china-pr,asia,2,0,0,2,0,11
philippines,asia,india,asia,1,0,0,1,0,2
philippines,asia,laos,asia,2,0,1,1,1,3
philippines,asia,oman,asia,2,0,0,2,0,9
philippines,asia,qatar,asia,1,0,0,1,0,5
philippines,asia,sri-lanka,asia,3,1,1,1,5,4
philippines,asia,syria,asia,2,0,0,2,1,17
singapore,asia,bahrain,asia,2,0,0,2,1,4
singapore,asia,china-pr,asia,2,0,0,2,1,6
singapore,asia,hong-kong,asia,3,0,2,1,3,4
singapore,asia,india,asia,2,1,0,1,2,1
singapore,asia,indonesia,asia,3,3,0,0,8,1
singapore,asia,iraq,asia,2,0,1,1,0,2
singapore,asia,japan,asia,5,0,0,5,2,12
singapore,asia,jordan,asia,2,0,0,2,0,5
singapore,asia,korea-republic,asia,2,0,0,2,0,6
singapore,asia,kuwait,asia,4,0,1,3,1,7
singapore,asia,kyrgyzstan,asia,2,0,1,1,1,2
singapore,asia,lebanon,asia,4,2,1,1,6,4
singapore,asia,malaysia,asia,5,2,2,1,9,7
singapore,asia,nepal,asia,2,2,0,0,10,0
singapore,asia,oman,asia,2,0,0,2,0,9
singapore,asia,qatar,asia,2,1,0,1,2,4
singapore,asia,saudi-arabia,africa,2,0,0,2,0,4
singapore,asia,tajikistan,asia,2,1,1,0,3,1
singapore,asia,thailand,asia,1,1,0,0,2,0
singapore,asia,uzbekistan,asia,2,0,0,2,3,8
singapore,asia,vietnam,asia,2,2,0,0,4,2
thailand,asia,australia,asia,2,0,0,2,1,3
thailand,asia,bahrain,asia,4,0,3,1,5,6
thailand,asia,bangladesh,asia,6,4,0,2,13,6
thailand,asia,china-pr,asia,2,0,0,2,0,5
thailand,asia,hong-kong,asia,4,1,0,3,7,8
thailand,asia,india,asia,2,0,2,0,1,1
thailand,asia,indonesia,asia,3,1,0,2,3,4
thailand,asia,iran,asia,4,0,1,3,0,7
thailand,asia,iraq,asia,2,0,1,1,1,5
thailand,asia,israel,europe,1,0,0,1,0,6
thailand,asia,japan,asia,4,0,0,4,1,9
thailand,asia,korea-republic,asia,4,0,1,3,2,12
thailand,asia,kuwait,asia,1,0,0,1,0,6
thailand,asia,lebanon,asia,2,1,1,0,4,3
thailand,asia,malaysia,asia,3,0,1,2,6,10
thailand,asia,oman,asia,4,1,0,3,4,5
thailand,asia,pakistan,asia,2,1,0,1,3,6
thailand,asia,saudi-arabia,africa,4,0,1,3,2,10
thailand,asia,singapore,asia,1,0,0,1,0,2
thailand,asia,sri-lanka,asia,4,4,0,0,11,2
thailand,asia,united-arab-emirates,asia,4,1,0,3,4,4
thailand,asia,yemen,asia,4,2,2,0,6,2
bahrain,asia,australia,asia,2,0,0,2,0,3
bahrain,asia,hong-kong,asia,2,1,0,1,4,2
bahrain,asia,india,asia,2,2,0,0,5,1
bahrain,asia,indonesia,asia,2,2,0,0,12,0
bahrain,asia,iran,asia,6,1,3,2,4,9
bahrain,asia,iraq,asia,3,1,0,2,2,3
bahrain,asia,japan,asia,6,1,0,5,3,7
bahrain,asia,jordan,asia,2,1,0,1,2,4
bahrain,asia,korea-republic,asia,2,0,1,1,0,3
bahrain,asia,kuwait,asia,4,1,0,3,3,6
bahrain,asia,kyrgyzstan,asia,4,4,0,0,10,2
bahrain,asia,lebanon,asia,2,0,2,0,0,0
bahrain,asia,malaysia,asia,2,1,1,0,4,1
bahrain,asia,new-zealand,oceania,2,0,1,1,0,1
bahrain,asia,oman,asia,2,1,1,0,2,1
bahrain,asia,qatar,asia,7,2,3,2,5,6
bahrain,asia,saudi-arabia,africa,5,0,3,2,3,8
bahrain,asia,singapore,asia,2,2,0,0,4,1
bahrain,asia,syria,asia,6,2,3,1,6,5
bahrain,asia,tajikistan,asia,2,1,1,0,4,0
bahrain,asia,thailand,asia,4,1,3,0,6,5
bahrain,asia,trinidad-and-tobago,concacaf,2,0,1,1,0,1
bahrain,asia,united-arab-emirates,asia,2,0,0,2,1,5
bahrain,asia,uzbekistan,asia,4,2,2,0,3,1
iran,asia,angola,africa,1,0,1,0,1,1
iran,asia,argentina,southamerica,1,0,0,1,0,1
iran,asia,australia,asia,6,3,2,1,7,6
iran,asia,bahrain,asia,6,2,3,1,9,4
iran,asia,bangladesh,asia,2,2,0,0,3,1
iran,asia,bosnia-herzegovina,europe,1,0,0,1,1,3
iran,asia,china-pr,asia,4,3,0,1,11,7
iran,asia,germany,europe,1,0,0,1,0,2
iran,asia,guam,asia,1,1,0,0,19,0
iran,asia,hong-kong,asia,2,2,0,0,5,0
iran,asia,indonesia,asia,2,2,0,0,7,1
iran,asia,iraq,asia,3,2,0,1,5,4
iran,asia,japan,asia,4,2,0,2,7,7
iran,asia,jordan,asia,2,1,0,1,2,1
iran,asia,korea-republic,asia,7,2,4,1,6,7
iran,asia,kuwait,asia,8,5,3,0,12,5
iran,asia,kyrgyzstan,asia,2,2,0,0,10,1
iran,asia,laos,asia,2,2,0,0,14,0
iran,asia,lebanon,asia,2,1,0,1,4,1
iran,asia,maldives,asia,4,4,0,0,31,0
iran,asia,mexico,concacaf,1,0,0,1,1,3
iran,asia,netherlands,europe,1,0,0,1,0,3
iran,asia,nigeria,africa,1,0,1,0,0,0
iran,asia,oman,asia,2,1,1,0,1,0
iran,asia,peru,southamerica,1,0,0,1,1,4
iran,asia,portugal,europe,1,0,0,1,0,2
iran,asia,qatar,asia,8,4,2,1,11,6
iran,asia,republic-of-ireland,europe,2,1,0,1,1,2
iran,asia,saudi-arabia,africa,9,3,3,3,15,11
iran,asia,scotland,europe,1,0,1,0,1,1
iran,asia,syria,asia,10,5,4,1,11,5
iran,asia,tajikistan,asia,1,1,0,0,2,0
iran,asia,thailand,asia,4,3,1,0,7,0
iran,asia,united-arab-emirates,asia,6,4,2,0,7,1
iran,asia,usa,concacaf,1,1,0,0,2,1
iraq,asia,australia,asia,6,1,1,4,3,7
iraq,asia,bahrain,asia,3,2,0,1,3,2
iraq,asia,belgium,europe,1,0,0,1,1,2
iraq,asia,china-pr,asia,6,4,1,1,7,4
iraq,asia,indonesia,asia,2,1,1,0,4,3
iraq,asia,iran,asia,3,1,0,2,4,5
iraq,asia,japan,asia,3,0,1,2,2,4
iraq,asia,jordan,asia,10,7,2,1,20,7
iraq,asia,kazakhstan,europe,4,0,2,2,4,7
iraq,asia,korea-republic,asia,1,0,1,0,2,2
iraq,asia,lebanon,asia,2,2,0,0,12,0
iraq,asia,mexico,concacaf,1,0,0,1,0,1
iraq,asia,nepal,asia,2,2,0,0,13,3
iraq,asia,new-zealand,oceania,2,2,0,0,6,0
